,crash_id,lat,long,street,severity,illumination,weather,road_conditon,year,day,hour,date,day_n_nite_dummy
35040,2008027312,40.45619965,-79.94090271,BAUM BL,0,2.0,3.0,4.0,2008,6,2.0,2008-2,False
35054,2008027406,40.52870178,-80.08540344,CRAWFORD RD,0,1.0,3.0,5.0,2008,6,9.0,2008-2,True
35055,2008027411,40.53110123,-79.70939636,GREENSBURG RD,0,1.0,3.0,4.0,2008,6,10.0,2008-2,True
35059,2008027421,40.59609985,-80.19200134,BIG SEWICKLEY CREEK RD,0,1.0,3.0,6.0,2008,6,7.0,2008-2,True
35060,2008027422,40.63619995,-79.89830017,MIDDLE ROAD ET,1,1.0,3.0,3.0,2008,6,7.0,2008-2,True
35062,2008027428,40.54880142,-79.7779007,RIDDLE RUN RD,0,1.0,3.0,4.0,2008,6,11.0,2008-2,True
35066,2008027459,40.62770081,-79.76609802,BULL CREEK RD,0,1.0,3.0,5.0,2008,6,15.0,2008-2,True
35069,2008027464,40.54100037,-79.93340302,MIDDLE RD,0,1.0,3.0,4.0,2008,6,8.0,2008-2,True
35077,2008027698,40.50979996,-79.91619873,MAUERS LN,0,2.0,3.0,5.0,2008,6,17.0,2008-2,False
35078,2008027700,40.52000046,-79.94190216,MIDDLE RD,0,2.0,3.0,6.0,2008,6,99.0,2008-2,False
35080,2008027702,40.62779999,-79.76609802,BULL CREEK RD,0,1.0,3.0,5.0,2008,6,16.0,2008-2,True
35081,2008027703,40.61780167,-79.86840057,SAXONBURG BL,0,1.0,3.0,4.0,2008,6,17.0,2008-2,True
35082,2008027704,40.51919937,-80.28350067,HOOKSTOWN GRADE RD,0,1.0,3.0,6.0,2008,6,15.0,2008-2,True
35083,2008027705,40.51890182,-79.86260223,FIELD CLUB RD,0,3.0,3.0,5.0,2008,6,18.0,2008-2,False
35085,2008027714,40.43719864,-79.84470367,LEWIN LN,0,3.0,3.0,5.0,2008,6,18.0,2008-2,False
35088,2008027729,40.54370117,-79.77149963,PITTSBURGH ST,0,3.0,3.0,6.0,2008,7,1.0,2008-2,False
35093,2008027740,40.47430038,-79.75080109,PIERSON RUN RD,0,1.0,3.0,4.0,2008,6,13.0,2008-2,True
35098,2008027790,40.64910126,-79.93440247,HECKERT RD,0,3.0,3.0,5.0,2008,6,21.0,2008-2,False
35101,2008027801,40.62730026,-80.04660034,SALEM HOLLOW RD,0,1.0,3.0,5.0,2008,6,16.0,2008-2,True
35104,2008027824,40.26190186,-79.82810211,FALLEN TIMBER RD,0,2.0,3.0,5.0,2008,6,18.0,2008-2,False
35107,2008027841,40.63069916,-79.83439636,DEER CREEK VALLEY RD,0,2.0,3.0,5.0,2008,6,17.0,2008-2,False
35124,2008027953,40.39179993,-80.03649902,TEXAS AV,0,2.0,3.0,5.0,2008,6,20.0,2008-2,False
35130,2008028040,40.64199829,-80.07240295,BRADFORD RD,0,1.0,3.0,6.0,2008,6,9.0,2008-2,True
35131,2008028047,40.64179993,-80.13510132,WARRENDALE BAYNE RD,0,1.0,3.0,6.0,2008,6,9.0,2008-2,True
35152,2008028196,40.60240173,-80.09400177,I 79 HW,1,1.0,3.0,6.0,2008,6,9.0,2008-2,True
35188,2008028701,40.5135994,-80.05139923,I 279 HW,0,3.0,3.0,5.0,2008,6,20.0,2008-2,False
35214,2008029194,40.57329941,-80.03630066,OAKWOOD RD,0,2.0,3.0,6.0,2008,2,23.0,2008-1,False
35275,2008029707,40.46849823,-79.80940247,STOTLER RD,1,3.0,3.0,5.0,2008,2,22.0,2008-1,False
35328,2008030401,40.51739883,-79.80120087,I 76 HW,0,1.0,3.0,1.0,2008,6,7.0,2008-2,True
35329,2008030402,40.64440155,-80.03170013,I 76 HW,0,1.0,3.0,4.0,2008,6,9.0,2008-2,True
35330,2008030403,40.60089874,-79.93229675,I 76 HW,1,1.0,3.0,1.0,2008,6,15.0,2008-2,True
35356,2008030488,40.36579895,-79.85820007,TAFT AV/TEXAS AV,1,3.0,3.0,5.0,2008,6,2.0,2008-2,False
35384,2008030875,40.31969833,-80.11920166,BOYCE RD,0,3.0,3.0,6.0,2008,3,22.0,2008-1,False
35428,2008031267,40.45339966,-80.00099945,OHIO ST,0,1.0,3.0,6.0,2008,6,14.0,2008-2,True
35472,2008031475,40.60820007,-79.99430084,BABCOCK BL,1,1.0,3.0,4.0,2008,6,10.0,2008-2,True
35473,2008031476,40.56129837,-80.01309967,PEEBLES RD,0,1.0,3.0,3.0,2008,3,12.0,2008-2,True
35689,2008034869,40.61600113,-80.09320068,WEXFORD BAYNE RD,0,1.0,3.0,1.0,2008,7,12.0,2008-3,True
35716,2008035114,40.35559845,-80.09049988,MCLAUGHLIN RUN RD,0,1.0,3.0,6.0,2008,7,12.0,2008-3,True
35754,2008035572,40.43930054,-80.23680115,SR 0022 SH,0,2.0,3.0,6.0,2008,7,6.0,2008-3,False
35756,2008035574,40.41379929,-80.08190155,PENN LINCOLN PY,0,1.0,3.0,4.0,2008,7,11.0,2008-3,True
35764,2008035989,40.4239006,-79.77279663,STROSCHEIN RD,0,3.0,3.0,5.0,2008,6,23.0,2008-2,False
35771,2008036195,40.35720062,-79.95659637,PROSPECT RD,0,3.0,3.0,5.0,2008,2,23.0,2008-1,False
35828,2008037633,40.50719833,-80.2276001,ROSEMONT DR,0,3.0,3.0,5.0,2008,7,1.0,2008-3,False
35998,2008040418,40.36190033,-80.17880249,BATTLE RIDGE RD,1,2.0,3.0,5.0,2008,6,18.0,2008-2,False
36008,2008040581,40.42290115,-79.82759857,GARDENIA DR,0,3.0,3.0,5.0,2008,6,19.0,2008-2,False
36017,2008040806,40.38729858,-80.04740143,MCCULLY ST,1,3.0,3.0,5.0,2008,6,18.0,2008-2,False
36046,2008041447,40.4510994,-79.91999817,SHADY AV,0,1.0,3.0,4.0,2008,3,14.0,2008-2,True
36047,2008041448,40.39199829,-79.93479919,MIFFLIN RD,0,1.0,3.0,5.0,2008,1,8.0,2008-2,True
36048,2008041449,40.39049911,-79.93440247,MIFFLIN RD,0,1.0,3.0,5.0,2008,1,8.0,2008-2,True
36058,2008041461,40.43149948,-80.00640106,GRANDVIEW AV,0,1.0,3.0,5.0,2008,4,6.0,2008-2,True
36073,2008041478,40.4455986,-79.97029877,CENTRE AV,0,3.0,3.0,5.0,2008,6,21.0,2008-2,False
36074,2008041479,40.4552002,-79.9661026,HERRON AV,1,3.0,3.0,5.0,2008,6,22.0,2008-2,False
36086,2008041514,40.58319855,-80.06559753,INGOMAR AV,0,1.0,3.0,5.0,2008,6,16.0,2008-2,True
36087,2008041515,40.5882988,-80.04869843,PINE CREEK RD,0,1.0,3.0,6.0,2008,6,17.0,2008-2,True
36117,2008041546,40.43270111,-79.92489624,HOBART ST,0,1.0,3.0,6.0,2008,6,15.0,2008-2,True
36121,2008041550,40.39390182,-79.99150085,PARKFIELD ST,0,3.0,3.0,5.0,2008,6,19.0,2008-2,False
36150,2008041652,40.44049835,-79.95300293,JONCAIRE ST,1,2.0,3.0,5.0,2008,6,19.0,2008-2,False
36187,2008041772,40.44269943,-79.80719757,MCCULLY DR,0,2.0,3.0,5.0,2008,6,19.0,2008-2,False
36209,2008042133,40.36190033,-80.17880249,BATTLE RIDGE RD,0,2.0,3.0,5.0,2008,6,18.0,2008-2,False
36309,2008043539,40.45660019,-79.93090057,TAY WY,1,1.0,3.0,1.0,2008,7,11.0,2008-3,True
36466,2008045455,40.46749878,-80.05269623,RIVER AV,0,3.0,3.0,5.0,2008,3,2.0,2008-2,False
36767,2008048863,40.43980026,-79.89649963,EAST END AV,0,1.0,3.0,1.0,2008,4,16.0,2008-3,True
36887,2008050480,40.51139832,-80.15859985,MONTOUR ST,0,1.0,3.0,5.0,2008,6,18.0,2008-2,True
37067,2008053147,40.47340012,-79.85690308,VERONA RD,0,1.0,3.0,5.0,2008,7,12.0,2008-3,True
37337,2008056472,40.50139999,-80.0243988,NORTH HILLS EX,0,3.0,3.0,5.0,2008,6,19.0,2008-2,False
42063,2008116239,40.41389847,-80.09670258,CAMPBELLS RUN RD,1,1.0,3.0,1.0,2008,4,15.0,2008-10,True
42267,2008118684,40.31930161,-79.97149658,BRUCETON RD,0,1.0,3.0,1.0,2008,3,15.0,2008-10,True
42769,2008126201,40.46009827,-79.92810059,S BEATTY ST,1,3.0,3.0,5.0,2008,6,20.0,2008-11,False
42850,2008126738,40.54190063,-79.76129913,LOGANS FERRY RD,1,2.0,3.0,1.0,2008,3,17.0,2008-11,False
42865,2008126958,40.55939865,-79.959198,WILLIAM FLYNN HW,0,3.0,3.0,1.0,2008,3,21.0,2008-11,False
43461,2008134069,40.51290131,-80.0931015,CAMP HORNE RD,0,2.0,3.0,1.0,2008,5,18.0,2008-12,False
43528,2008135039,40.65790176,-79.97100067,BAKERSTOWN RD,0,1.0,3.0,5.0,2008,5,7.0,2008-12,True
43564,2008135595,40.51979828,-79.94300079,MIDDLE RD,0,2.0,3.0,5.0,2008,3,99.0,2008-12,False
43569,2008135610,40.44919968,-79.83059692,BURTON DR,0,2.0,3.0,5.0,2008,3,20.0,2008-12,False
43753,2008138151,40.51150131,-80.26629639,BUSINESS ROUTE 60 HW,0,3.0,3.0,6.0,2008,1,4.0,2008-12,False
43754,2008138161,40.40399933,-80.08630371,CHRISTY DR,0,3.0,3.0,5.0,2008,4,0.0,2008-12,False
43778,2008138411,40.40100098,-80.0345993,ORDINANCE AV,0,3.0,3.0,5.0,2008,4,1.0,2008-12,False
43780,2008138485,40.43489838,-80.09120178,BALDWIN RD,0,3.0,3.0,5.0,2008,4,0.0,2008-12,False
43781,2008138489,40.4333992,-80.05889893,HARRIS AV,0,3.0,3.0,5.0,2008,4,2.0,2008-12,False
43783,2008138503,40.66120148,-80.00060272,BAKERSTOWN/WARRENDALE RD,1,2.0,3.0,5.0,2008,3,23.0,2008-12,False
43786,2008138513,40.45439911,-79.82219696,DARRELL DR,0,3.0,3.0,5.0,2008,4,0.0,2008-12,False
43810,2008138885,40.58620071,-79.87680054,PA. TURNPIKE HW,0,2.0,3.0,5.0,2008,4,0.0,2008-12,False
43813,2008138924,40.63290024,-79.95809937,GIBSONIA RD,0,2.0,3.0,5.0,2008,4,1.0,2008-12,False
43820,2008139061,40.44100189,-79.72740173,ILLINI DR,0,3.0,3.0,5.0,2008,4,6.0,2008-12,False
43868,2008139762,40.65359879,-79.72480011,ALLEGHENY VALLEY EX,0,2.0,3.0,6.0,2008,4,5.0,2008-12,False
43877,2008140028,40.65530014,-79.72689819,SAXONBURG RD,1,1.0,3.0,6.0,2008,4,8.0,2008-12,True
43884,2008140056,40.50579834,-80.15589905,MONTOUR ST ET,1,2.0,3.0,5.0,2008,4,0.0,2008-12,False
43905,2008140508,40.31489944,-79.81980133,SMITHFIELD ST,0,2.0,3.0,5.0,2008,4,5.0,2008-12,False
44105,2009003228,40.42990112,-80.00640106,WYOMING ST,1,3.0,3.0,5.0,2008,3,23.0,2008-12,False
44119,2009003286,40.45050049,-79.97889709,BIGELOW BL,0,3.0,3.0,5.0,2008,4,3.0,2008-12,False
44137,2009003353,40.32210159,-79.83100128,LONG RUN RD,0,3.0,3.0,5.0,2008,4,0.0,2008-12,False
44143,2009003362,40.46179962,-79.90579987,WASHINGTON BL,0,3.0,3.0,5.0,2008,4,0.0,2008-12,False
44145,2009003382,40.34999847,-79.87210083,ROMINE AV,0,3.0,3.0,5.0,2008,4,1.0,2008-12,False
44189,2009004141,40.35549927,-79.83470154,FIFTH AV,0,1.0,3.0,5.0,2008,4,9.0,2008-12,True
44199,2009005000,40.61309814,-79.97599792,HARDT RD,1,2.0,3.0,5.0,2008,1,3.0,2008-12,False
44210,2009005776,40.2879982,-79.85359955,HARRISON HOLLOW RD,0,2.0,3.0,5.0,2008,3,23.0,2008-12,False
44236,2009006185,40.58750153,-80.05139923,BELLCREST RD,0,2.0,3.0,5.0,2008,4,0.0,2008-12,False
44237,2009006186,40.58750153,-80.05400085,BELLCREST RD,1,1.0,3.0,5.0,2008,4,8.0,2008-12,True
44245,2009006250,40.44589996,-80.06950378,KRESTON ST,0,3.0,3.0,5.0,2008,4,2.0,2008-12,False
44290,2009009130,40.45970154,-79.92079926,PENN CR E AV,0,3.0,3.0,5.0,2008,4,1.0,2008-12,False
44524,2009002476,40.49729919,-80.09850311,ROBINSON BL,0,1.0,3.0,6.0,2009,3,11.0,2009-1,True
44533,2009002651,40.46260071,-80.2016983,ATEN RD,0,1.0,3.0,5.0,2009,3,11.0,2009-1,True
44537,2009002708,40.34569931,-80.11940002,RAYMOND P SHAFER HW,1,2.0,3.0,6.0,2009,1,6.0,2009-1,False
44538,2009002709,40.34579849,-80.11969757,RAYMOND P SHAFER HW,1,3.0,3.0,5.0,2009,1,6.0,2009-1,False
44542,2009002847,40.6147995,-79.99720001,BABCOCK BL,0,1.0,3.0,5.0,2009,3,12.0,2009-1,True
44583,2009004159,40.46789932,-80.24060059,AIRPORT PY,0,1.0,3.0,6.0,2009,3,11.0,2009-1,True
44585,2009004161,40.53630066,-80.07679749,NORTH HILLS EX,1,1.0,3.0,6.0,2009,3,11.0,2009-1,True
44588,2009004248,40.55580139,-79.85050201,INDIANOLA RD,0,1.0,3.0,5.0,2009,7,12.0,2009-1,True
44589,2009004255,40.49539948,-79.80680084,HULTON RD,1,1.0,3.0,5.0,2009,7,12.0,2009-1,True
44596,2009004323,40.52880096,-79.95210266,GLEN RD,0,2.0,3.0,5.0,2009,7,99.0,2009-1,False
44601,2009004343,40.62260056,-79.83630371,MCKRELL RD,1,3.0,3.0,5.0,2009,7,20.0,2009-1,False
44617,2009004597,40.42699814,-80.29389954,SR 0022 SH,1,1.0,3.0,4.0,2009,7,12.0,2009-1,True
44618,2009004701,40.60660172,-79.94100189,PA TURNPIKE HW,0,1.0,3.0,6.0,2009,7,12.0,2009-1,True
44620,2009004703,40.49639893,-79.78399658,PA TURNPIKE HW,0,1.0,3.0,6.0,2009,7,13.0,2009-1,True
44638,2009004867,40.50650024,-80.1371994,RAYMOND P SHAFER HW,0,1.0,3.0,6.0,2009,7,12.0,2009-1,True
44639,2009004868,40.51679993,-80.12519836,OHIO RIVER BL,0,1.0,3.0,5.0,2009,7,12.0,2009-1,True
44640,2009004869,40.37110138,-80.11669922,RAYMOND P SHAFER HW,1,1.0,3.0,6.0,2009,7,13.0,2009-1,True
44655,2009005206,40.5447998,-80.03949738,SEWICKLEY/OAKMONT RD,0,1.0,3.0,4.0,2009,7,12.0,2009-1,True
44678,2009005523,40.40449905,-80.08350372,WASHINGTON AV,0,1.0,3.0,4.0,2009,2,9.0,2009-1,True
44694,2009005589,40.50630188,-80.22309875,UNIVERSITY BL,0,3.0,3.0,4.0,2009,7,23.0,2009-1,False
44697,2009005613,40.5367012,-80.07749939,NORTH HILLS EX,1,1.0,3.0,6.0,2009,3,12.0,2009-1,True
44722,2009006835,40.5890007,-79.77559662,ALLEGHENY VALLEY EX,0,1.0,3.0,5.0,2009,7,13.0,2009-1,True
44733,2009006980,40.6128006,-79.96299744,HARDIES RD,0,3.0,3.0,6.0,2009,7,18.0,2009-1,False
44853,2009008406,40.54299927,-80.25710297,SPRING RUN ROAD EX,1,1.0,3.0,6.0,2009,7,14.0,2009-1,True
44855,2009008408,40.33409882,-80.00260162,BROUGHTON RD,0,3.0,3.0,1.0,2009,4,18.0,2009-1,False
44884,2009008933,40.61389923,-79.94730377,WILLIAM FLYNN HW,1,3.0,3.0,6.0,2009,1,18.0,2009-1,False
44915,2009009430,40.60010147,-80.0632019,MEINERT RD,0,1.0,3.0,4.0,2009,7,13.0,2009-1,True
44920,2009009437,40.4496994,-79.98609924,17TH ST,1,3.0,3.0,1.0,2009,7,22.0,2009-1,False
44940,2009009515,40.44219971,-79.99500275,7TH AV,0,3.0,3.0,1.0,2009,5,2.0,2009-1,False
44951,2009009550,40.45449829,-80.07189941,MIDDLETOWN RD,0,1.0,3.0,4.0,2009,7,12.0,2009-1,True
44968,2009009836,40.3927002,-80.02179718,WOODBOURNE AV,0,1.0,3.0,5.0,2009,3,12.0,2009-1,True
44986,2009010063,40.34069824,-80.17160034,SR 0050 SH,0,2.0,3.0,6.0,2009,1,7.0,2009-1,False
45131,2009011705,40.4992981,-80.01280212,MCKNIGHT RD,0,3.0,3.0,4.0,2009,3,23.0,2009-1,False
45136,2009011918,40.50439835,-79.96769714,SOOSE RD,0,1.0,3.0,5.0,2009,4,99.0,2009-1,True
45137,2009011926,40.55500031,-79.97109985,MT ROYAL BL,1,1.0,3.0,5.0,2009,4,99.0,2009-1,True
45138,2009011927,40.46559906,-79.73040009,NEW TEXAS RD,0,1.0,3.0,4.0,2009,4,8.0,2009-1,True
45139,2009011942,40.47510147,-79.76920319,SALTSBURG RD,0,1.0,3.0,4.0,2009,4,9.0,2009-1,True
45140,2009011947,40.51869965,-80.06469727,BEN AVON HTS RD,0,1.0,3.0,4.0,2009,4,11.0,2009-1,True
45143,2009011966,40.42610168,-79.77519989,STROSCHEIN RD,0,1.0,3.0,5.0,2009,4,9.0,2009-1,True
45144,2009011968,40.38100052,-79.81150055,LINCOLN HW,0,1.0,3.0,1.0,2009,3,7.0,2009-1,True
45153,2009012015,40.58340073,-79.82659912,LITTLE DEER CREEK RD,0,1.0,3.0,5.0,2009,4,10.0,2009-1,True
45186,2009012679,40.4720993,-80.00540161,SWINDELL BR,1,1.0,3.0,5.0,2009,3,11.0,2009-1,True
45198,2009012737,40.45410156,-79.94960022,BAUM BL,0,3.0,3.0,4.0,2009,7,23.0,2009-1,False
45210,2009012930,40.65240097,-80.0447998,PA TURNPIKE HW,0,2.0,3.0,4.0,2009,4,0.0,2009-1,False
45217,2009012962,40.39170074,-79.76550293,HAYMAKER RD,0,1.0,3.0,5.0,2009,4,7.0,2009-1,True
45263,2009014073,40.5705986,-79.78939819,RIDDLE RUN RD,0,1.0,3.0,4.0,2009,4,11.0,2009-1,True
45420,2009016261,40.33100128,-79.83899689,BEALE ST,0,1.0,3.0,5.0,2009,4,13.0,2009-1,True
45428,2009016294,40.46070099,-79.93240356,NEGIEY AV,1,3.0,3.0,1.0,2009,2,17.0,2009-1,False
45429,2009016344,40.3526001,-79.83889771,FIFTH AV,0,1.0,3.0,6.0,2009,1,11.0,2009-1,True
45501,2009016775,40.40570068,-80.04350281,POTOMAC AV,0,1.0,3.0,1.0,2009,7,99.0,2009-1,True
45721,2009019284,40.34949875,-79.87339783,REBECCA ST,0,1.0,3.0,5.0,2009,4,11.0,2009-1,True
45724,2009019298,40.39649963,-80.00550079,WHITED ST,0,1.0,3.0,6.0,2009,4,10.0,2009-1,True
45758,2009019452,40.51190186,-79.834198,PLUM ST,1,1.0,3.0,4.0,2009,7,12.0,2009-1,True
45801,2009019823,40.38169861,-79.93409729,BALDWIN RD,0,1.0,3.0,5.0,2009,4,10.0,2009-1,True
45806,2009019903,40.65390015,-79.90589905,BAKERSTOWN RD,0,2.0,3.0,5.0,2009,1,21.0,2009-2,False
45947,2009022271,40.39960098,-79.87830353,KENNYWOOD BL,0,1.0,3.0,4.0,2009,7,13.0,2009-1,True
47118,2009038370,40.67269897,-80.06950378,FREEPORT RD,1,2.0,3.0,1.0,2009,3,21.0,2009-4,False
47653,2009043604,40.58229828,-80.04090118,INGOMAR RD,2,1.0,3.0,1.0,2009,3,12.0,2009-1,True
53932,2009121028,40.48389816,-80.00810242,NORTH HILLS EX,0,1.0,3.0,1.0,2009,6,8.0,2009-11,True
54217,2009124550,40.37929916,-79.85350037,DUQUESNE BL,0,2.0,3.0,5.0,2009,7,17.0,2009-12,False
54310,2009125868,40.4253006,-79.94529724,GREENFIELD AV,1,1.0,3.0,5.0,2009,1,8.0,2009-12,True
54312,2009125886,40.53020096,-79.91600037,OHARA MANOR DR,0,1.0,3.0,5.0,2009,1,8.0,2009-12,True
54316,2009125895,40.42879868,-79.83799744,BROWN AV,0,1.0,3.0,5.0,2009,1,7.0,2009-12,True
54319,2009125911,40.36640167,-80.07189941,ROBB HOLLOW RD,1,1.0,3.0,5.0,2009,1,7.0,2009-12,True
54320,2009125913,40.44039917,-79.99289703,CENTRE AV,0,3.0,3.0,5.0,2009,1,7.0,2009-12,False
54322,2009125921,40.43859863,-79.83010101,RODI RD,0,1.0,3.0,5.0,2009,1,9.0,2009-12,True
54324,2009125932,40.45980072,-79.915802,LIBERTY BL,0,1.0,3.0,5.0,2009,3,8.0,2009-12,True
54328,2009125961,40.37549973,-79.87490082,HOMEVILLE RD,0,1.0,3.0,5.0,2009,1,7.0,2009-12,True
54330,2009125965,40.43759918,-80.02290344,GREENLEAF ST,0,1.0,3.0,5.0,2009,1,10.0,2009-12,True
54331,2009125970,40.3844986,-79.98590088,MAYTIDE ST,0,1.0,3.0,5.0,2009,1,7.0,2009-12,True
54334,2009125988,40.59159851,-79.99690247,OLD INGOMAR RD,0,1.0,3.0,5.0,2009,1,10.0,2009-12,True
54336,2009125995,40.3844986,-79.98509979,MAYTIDE ST,0,1.0,3.0,5.0,2009,1,7.0,2009-12,True
54338,2009126003,40.37189865,-79.8463974,SECOND ST,0,1.0,3.0,5.0,2009,1,7.0,2009-12,True
54342,2009126033,40.4219017,-79.98449707,MONASTERY AV,0,1.0,3.0,5.0,2009,1,9.0,2009-12,True
54352,2009126101,40.38240051,-80.02069855,PEARCE RD,0,1.0,3.0,5.0,2009,1,7.0,2009-12,True
54354,2009126112,40.58760071,-79.8289032,LITTLE DEER CREEK RD,0,1.0,3.0,5.0,2009,1,8.0,2009-12,True
54386,2009126408,40.42520142,-79.87840271,LLOYD AV,1,1.0,3.0,5.0,2009,1,8.0,2009-12,True
54387,2009126409,40.52590179,-79.95490265,GLENSHAW AV,0,1.0,3.0,5.0,2009,1,99.0,2009-12,True
54388,2009126413,40.52259827,-79.97360229,WETZEL RD,0,1.0,3.0,5.0,2009,1,99.0,2009-12,True
54392,2009126423,40.39120102,-79.77590179,MOSSIDE BL,1,1.0,3.0,5.0,2009,1,7.0,2009-12,True
54393,2009126428,40.54919815,-79.98000336,ELMWOOD DR,0,1.0,3.0,5.0,2009,1,99.0,2009-12,True
54404,2009126455,40.4231987,-79.96769714,JOSEPHINE ST,0,1.0,3.0,5.0,2009,1,8.0,2009-12,True
54407,2009126468,40.43030167,-80.00640106,WYOMING ST,1,1.0,3.0,5.0,2009,1,8.0,2009-12,True
54413,2009126493,40.40520096,-80.0970993,CUBBAGE ST,0,1.0,3.0,5.0,2009,1,7.0,2009-12,True
54418,2009126506,40.52299881,-79.9733963,WETZEL RD,0,1.0,3.0,5.0,2009,1,99.0,2009-12,True
54419,2009126514,40.50579834,-79.95400238,LEHR AV,0,1.0,3.0,5.0,2009,1,99.0,2009-12,True
54420,2009126521,40.52799988,-79.97460175,MCELHENY RD,0,1.0,3.0,5.0,2009,1,99.0,2009-12,True
54423,2009126527,40.54399872,-79.97309875,W SUTTER RD,0,1.0,3.0,5.0,2009,1,99.0,2009-12,True
54446,2009126806,40.38420105,-79.86029816,DUQUESNE BL,0,3.0,3.0,5.0,2009,7,17.0,2009-12,False
54454,2009127006,40.52930069,-79.98310089,VILSACK RD,0,1.0,3.0,5.0,2009,1,99.0,2009-12,True
54462,2009127053,40.54019928,-79.99040222,THOMPSON RUN RD,0,1.0,3.0,5.0,2009,1,7.0,2009-12,True
54473,2009127120,40.45019913,-80.1167984,STEUBENVILLE PK,1,1.0,3.0,5.0,2009,1,7.0,2009-12,True
54489,2009127331,40.42580032,-79.99120331,ARLINGTON AV,0,1.0,3.0,5.0,2009,1,8.0,2009-12,True
54500,2009127469,40.64659882,-80.03430176,TURNPIKE HW,0,1.0,3.0,5.0,2009,1,7.0,2009-12,True
54504,2009127510,40.38169861,-80.06960297,RAVEN DR,1,1.0,3.0,5.0,2009,1,7.0,2009-12,True
54580,2009128464,40.45259857,-79.92240143,EMERSON ST,0,1.0,3.0,5.0,2009,1,7.0,2009-12,True
54725,2009129367,40.3871994,-80.07369995,SWALLOW HILL RD,1,1.0,3.0,5.0,2009,1,9.0,2009-12,True
54748,2009129684,40.4435997,-80.09719849,STEUBENVILLE PK,1,3.0,3.0,5.0,2009,1,6.0,2009-12,False
54757,2009129858,40.46210098,-79.94039917,FRIENDSHIP AV,1,3.0,3.0,1.0,2009,3,17.0,2009-12,False
54783,2009130057,40.54510117,-80.14900208,GLEN MITCHELL RD,0,1.0,3.0,5.0,2009,1,7.0,2009-12,True
54904,2009131837,40.56719971,-80.04850006,HIGHLAND RD,0,1.0,3.0,5.0,2009,1,8.0,2009-12,True
54905,2009131838,40.56719971,-80.04850006,HIGHLAND RD,1,1.0,3.0,5.0,2009,1,8.0,2009-12,True
54908,2009131904,40.35250092,-79.83920288,FIFTH AV,0,3.0,3.0,6.0,2009,6,6.0,2009-12,False
54920,2009132026,40.3891983,-79.9878006,VALERA ST,0,1.0,3.0,6.0,2009,6,15.0,2009-12,True
54926,2009132044,40.59069824,-79.82700348,LITTLE DEER CREEK RD,1,2.0,3.0,6.0,2009,3,21.0,2009-12,False
55053,2009133294,40.38970184,-79.88459778,HOME ST,1,1.0,3.0,5.0,2009,1,8.0,2009-12,True
55228,2010001078,40.33000183,-80.02189636,LIBRARY RD,1,1.0,3.0,5.0,2009,1,7.0,2009-12,True
55261,2010002768,40.45299911,-79.9957962,SR 0028 HW,0,1.0,3.0,5.0,2009,1,9.0,2009-12,True
55262,2010002769,40.47600174,-79.97000122,OHIO ST,1,1.0,3.0,5.0,2009,1,7.0,2009-12,True
55267,2010002921,40.39350128,-80.08760071,WASHINGTON AV,0,1.0,3.0,5.0,2009,1,7.0,2009-12,True
55313,2010007344,40.45479965,-80.18280029,AIRPORT PY,1,1.0,3.0,5.0,2009,1,8.0,2009-12,True
55513,2010002200,40.44599915,-80.00969696,OHIO RIVER BL,0,3.0,3.0,1.0,2010,5,2.0,2010-1,False
55652,2010004938,40.41609955,-80.01110077,WARRINGTON AV,1,2.0,3.0,5.0,2010,4,0.0,2010-1,False
55840,2010007625,40.44229889,-79.82209778,PENN LINCOLN PY,1,3.0,3.0,5.0,2010,5,6.0,2010-1,False
56378,2010015468,40.38759995,-79.99859619,JACOB ST,1,3.0,3.0,4.0,2010,4,0.0,2010-2,False
56617,2010018698,40.32929993,-79.94509888,CLAIRTON BL,0,1.0,3.0,1.0,2010,5,9.0,2010-2,True
56626,2010018818,40.61389923,-79.94730377,WILLIAM FLYNN HW,0,3.0,3.0,5.0,2010,4,22.0,2010-2,False
56643,2010019243,40.59349823,-79.89289856,EAST/WEST TU,0,2.0,3.0,6.0,2010,4,22.0,2010-2,False
65630,2010130217,40.47480011,-80.07969666,THIRTEENTH ST,0,1.0,3.0,5.0,2010,5,8.0,2010-12,True
65632,2010130224,40.4396019,-79.89959717,FORBES AV,0,1.0,3.0,5.0,2010,5,9.0,2010-12,True
65641,2010130277,40.51240158,-79.90480042,HUNT RD,1,1.0,3.0,5.0,2010,5,9.0,2010-12,True
65643,2010130294,40.53829956,-80.15709686,GLEN MITCHELL RD,0,1.0,3.0,5.0,2010,5,7.0,2010-12,True
65719,2011000261,40.46789932,-80.24130249,AIRPORT PY,0,1.0,3.0,6.0,2010,5,7.0,2010-12,True
65771,2011001634,40.43939972,-80.23739624,SR 0022 SH,0,1.0,3.0,6.0,2010,5,7.0,2010-12,True
65773,2011001636,40.46780014,-80.24009705,AIRPORT PY,0,1.0,3.0,5.0,2010,5,8.0,2010-12,True
65774,2011001637,40.46780014,-80.24009705,AIRPORT PY,0,1.0,3.0,6.0,2010,5,8.0,2010-12,True
66510,2011007273,40.44449997,-79.92919922,BELLEROCK ST,0,3.0,3.0,5.0,2011,2,23.0,2011-1,False
66559,2011008071,40.39179993,-79.9335022,RAMP D RD,0,3.0,3.0,5.0,2011,2,23.0,2011-1,False
